2, 1, 997.4052250408373, 467.2652892561984, 67.27467388526766, 180.45537190082646, 1, -1, -1, -1
2, 2, 768.7689855811582, 461.57933884297523, 45.525665201319946, 125.3603305785124, 1, -1, -1, -1
2, 5, 663.8614854832882, 459.60743801652893, 34.17868192598583, 93.11322314049586, 1, -1, -1, -1
2, 6, 468.56983438570586, 478.1429752066116, 38.97933949305105, 86.58347107438017, 1, -1, -1, -1
2, 7, 1219.0875245686614, 456.8768595041323, 70.54974425110687, 168.68347107438018, 1, -1, -1, -1
2, 8, 906.699829735746, 484.05867768595033, 43.611084330161006, 101.73388429752066, 1, -1, -1, -1
2, 9, 1267.5352649037998, 470.67107438016535, 62.70054457256595, 155.75702479338844, 1, -1, -1, -1
3, 1, 997.005803574763, 462.945343484609, 68.7153136571434, 184.54976351083138, 1, -1, -1, -1
3, 2, 767.5545624350976, 460.55548443029255, 46.10853418399575, 126.65113034518696, 1, -1, -1, -1
3, 5, 664.1740560218333, 459.32153119541687, 34.08839336471601, 92.86440425625388, 1, -1, -1, -1
3, 6, 467.01560978211046, 475.22895198498543, 42.42799841664614, 94.51695875539855, 1, -1, -1, -1
3, 7, 1216.946007892548, 457.0375531360197, 70.81557875401155, 169.35166271901747, 1, -1, -1, -1
3, 8, 906.2088653108642, 484.5805345351752, 43.66483671613223, 101.80825058138439, 1, -1, -1, -1
3, 9, 1268.6798957627202, 473.7222894052818, 61.17723331739369, 151.8342907262352, 1, -1, -1, -1
4, 1, 1000.6127355036077, 463.29333663534123, 68.06503691252118, 182.76215153453632, 1, -1, -1, -1
4, 2, 768.3882306686708, 461.07690651783645, 46.23777007933485, 126.370159368785, 1, -1, -1, -1
4, 5, 663.7299135858434, 458.9914175747847, 34.04992470374272, 92.71163035998448, 1, -1, -1, -1
4, 6, 465.8600220545316, 473.50299156525494, 44.851568090455046, 100.35338313814539, 1, -1, -1, -1
4, 7, 1214.9691633966474, 457.65037101782707, 70.50130251324931, 168.76096138755082, 1, -1, -1, -1
4, 8, 905.6270852643769, 485.221822845367, 43.485128692665086, 101.28998162357152, 1, -1, -1, -1
4, 9, 1270.7786614909353, 473.8329951923797, 60.696626344706615, 150.56347385463434, 1, -1, -1, -1
4, 10, 609.119893361173, 467.2, 42.533766996662386, 95.2586776859504, 1, -1, -1, -1
4, 11, 723.0714164957483, 465.77520661157024, 43.07534882668526, 119.54710743801652, 1, -1, -1, -1
5, 1, 1003.9894880335269, 459.3482229638253, 70.46267782447521, 189.1215071944395, 1, -1, -1, -1
5, 2, 770.3330166206941, 462.1611868577106, 45.90175187758637, 124.76998551331411, 1, -1, -1, -1
5, 5, 663.9754848452283, 459.25749010272466, 33.905047286931556, 92.30016605684898, 1, -1, -1, -1
5, 6, 465.00981572271274, 472.32573468856873, 46.61296599477317, 104.29443337136347, 1, -1, -1, -1
5, 7, 1214.176115215134, 457.52363172625894, 70.68504937716844, 169.4636240394753, 1, -1, -1, -1
5, 8, 905.9136998035634, 483.9450959148248, 44.472670839176956, 103.48350334493341, 1, -1, -1, -1
5, 9, 1270.5701516548722, 470.8222314901293, 62.24529095245974, 154.40377331738267, 1, -1, -1, -1
5, 10, 609.2449206940826, 467.121688155043, 42.626632328776495, 95.47220120210156, 1, -1, -1, -1
5, 11, 722.190167063081, 467.4294754853014, 42.68916340166392, 118.67226690265258, 1, -1, -1, -1
6, 1, 1007.744297262671, 458.98438954070014, 71.21285185209013, 191.21553949673222, 1, -1, -1, -1
6, 2, 771.0075904151944, 462.3564777532499, 45.81240928340569, 124.52713210199906, 1, -1, -1, -1
6, 5, 664.040015423541, 459.233186997882, 33.828873985488656, 92.09279833014044, 1, -1, -1, -1
6, 6, 468.8469443087315, 471.5271074157429, 48.683995650009955, 109.30955140419682, 1, -1, -1, -1
6, 7, 1214.077082459883, 457.7438073078778, 70.76078497366075, 169.9948036397946, 1, -1, -1, -1
6, 8, 905.8697947478793, 484.00754719654924, 44.45656723549204, 103.50623352023558, 1, -1, -1, -1
6, 9, 1271.9814712862483, 467.7714535599571, 63.37395849522495, 157.25194677481153, 1, -1, -1, -1
6, 10, 609.4256953921288, 467.70842680262245, 41.98640096049945, 94.02908175330899, 1, -1, -1, -1
6, 11, 723.0987857308888, 469.5296166409814, 42.03791605323257, 117.01212676187615, 1, -1, -1, -1
7, 1, 1012.1532875569694, 456.44477767708975, 73.41313000706442, 198.44340610026455, 1, -1, -1, -1
